,Name,Genre,Revenue,Director,Tomatometer,Audience
6859,The Troubles: A Dublin Story,"Drama, Crime, Mystery & thriller",,Luke Hanlon,nan,nan
6860,Bella,"Documentary, Biography",,Bridget Murnane,nan,nan
6861,Ricky Stanicky,"Comedy, Fantasy",,Peter Farrelly,47,71
6862,Damsel,"Fantasy, Adventure, Action",,Juan Carlos Fresnadillo,59,73
6863,5lbs of Pressure,Mystery & thriller,,Phil Allocco,67,78
6864,Space: The Longest Goodbye,Documentary,,Ido Mizrahy,77,nan
6865,American Dreamer,"Comedy, Drama",,Paul Dektor,42,71
6866,Night Shift,"Horror, Mystery & thriller",,Benjamin China,2,91
6867,The Piper,Horror,,Erlingur Thoroddsen,nan,nan
6868,Spaceman,"Sci-fi, Adventure, Drama",,Johan Renck,53,65
6869,Poor Things,"Comedy, Drama, Romance, Sci-fi",$33.5M,Yorgos Lanthimos,92,79
6870,Megamind vs. the Doom Syndicate,"Kids & family, Comedy, Adventure, Animation",,Eric Fogel,,7
6871,Dune,"Sci-fi, Adventure, Action, Fantasy, Drama",$108.3M,Denis Villeneuve,83,9
6872,The Zone of Interest,"History, Drama, War",$7.7M,Jonathan Glazer,93,78
6873,Wonka,"Kids & family, Musical, Comedy, Fantasy",$82.5M,Paul King,82,91
6874,Anatomy of a Fall,"Mystery & thriller, Crime, Drama",$4.9M,Justine Triet,96,9
6875,American Fiction,"Comedy, Drama",$20.6M,Cord Jefferson,93,96
6876,All of Us Strangers,"Romance, Drama, Fantasy",$4.0M,Andrew Haigh,96,91
6877,The Gentlemen,"Crime, Drama, Comedy",$36.5M,Guy Ritchie,75,84
6878,Code 8,Sci-fi,,Jeff Chan,81,62
6879,Anyone But You,"Romance, Comedy",$87.8M,Will Gluck,54,87
6880,Monster,"Drama, Mystery & thriller",$434.6K,Hirokazu Koreeda,96,91
6881,Napoleon,"Biography, History, Drama, War, Action",$61.2M,Ridley Scott,58,59
6882,The Holdovers,"Holiday, Comedy, Drama",$20.2M,Alexander Payne,97,92
6883,Killers of the Flower Moon,"Crime, Drama",$67.9M,Martin Scorsese,93,84
6884,The Beekeeper,"Action, Mystery & thriller",$64.9M,David Ayer,71,92
6885,Kung Fu Panda 3,"Kids & family, Comedy, Adventure, Animation",$143.5M,Jennifer Yuh Nelson,87,79
6886,Past Lives,"Romance, Drama",$9.9M,Celine Song,95,84
6887,Oppenheimer,"Biography, History, Drama",$329.1M,Christopher Nolan,93,91
6888,Aquaman and the Lost Kingdom,"Action, Adventure, Fantasy",$124.4M,James Wan,34,81
6889,Mean Girls,"Musical, Comedy",$72.4M,Samantha Jayne,7,62
6890,Out of Darkness,"Horror, Mystery & thriller",$1.9M,Andrew Cumming,85,54
6891,Code 8: Part II,"Action, Sci-fi",,Jeff Chan,67,64
6892,Five Nights at Freddy's,"Horror, Mystery & thriller",$137.3M,Emma Tammi,32,87
6893,Kung Fu Panda,"Kids & family, Comedy, Adventure, Animation",$143.5M,John Stevenson,87,83
6894,Rebel Moon: Part One - A Child of Fire,"Sci-fi, Action, Adventure, Drama, Fantasy",,Zack Snyder,21,58
6895,Leave the World Behind,"Mystery & thriller, Drama",,Sam Esmail,75,35
6896,Labyrinth,Fantasy,$12.1M,Jim Henson,77,86
6897,Maestro,"Biography, Drama, Romance, Music, Lgbtq+",,Bradley Cooper,79,58
6898,The Iron Claw,"Drama, Action, Biography, Sports",$34.7M,Sean Durkin,89,94
6899,The Promised Land,"History, Drama",$256.3K,Nikolaj Arcel,96,94
6900,Lisa Frankenstein,"Horror, Romance, Comedy",$9.7M,Zelda Williams,51,82
6901,Kung Fu Panda 2,"Kids & family, Comedy, Adventure, Animation",,Jennifer Yuh Nelson,81,74
6902,Dune,"Sci-fi, Adventure",,David Lynch,37,65
6903,Migration,"Kids & family, Comedy, Adventure, Animation",$123.5M,Benjamin Renner,73,88
6904,Double Blind,"Horror, Mystery & thriller",,Ian Hunt-Duffy,1,77
6905,Megamind,"Kids & family, Comedy, Adventure, Animation",$148.3M,Tom McGrath,73,72
6906,Saltburn,"Comedy, Drama, Mystery & thriller",$11.4M,Emerald Fennell,71,79
6907,Priscilla,"Drama, Romance, Biography, Music",$20.2M,Sofia Coppola,84,63
6908,Mea Culpa,"Crime, Drama, Mystery & thriller",,Tyler Perry,26,37
6909,Barbie,Comedy,$636.2M,Greta Gerwig,88,83
6910,The Creator,"Sci-fi, Action, Adventure",$40.8M,Gareth Edwards,67,76
6911,The Marvels,"Action, Adventure, Fantasy",$84.5M,Nia DaCosta,62,82
6912,This Is Me... Now: A Love Story,Musical,,Dave Meyers,75,81
6913,The Last Airbender,"Fantasy, Adventure",$131.6M,M. Night Shyamalan,5,3
6914,Ferrari,Drama,$18.5M,Michael Mann,72,74
6915,May December,"Drama, Romance",,Todd Haynes,9,66
6916,The Hunger Games: The Ballad of Songbirds & Snakes,"Action, Adventure, Sci-fi",$166.3M,Francis Lawrence,64,89
6917,Everything Everywhere All at Once,"Comedy, Adventure, Sci-fi, Fantasy",$76.7M,Dan Kwan,94,86
6918,Marlowe,"Mystery & thriller, Crime",,Neil Jordan,26,37
6919,Thanksgiving,"Holiday, Horror, Mystery & thriller, Comedy",$31.9M,Eli Roth,84,8
6920,Upgraded,"Romance, Comedy",,Carlson Young,77,67
6921,Society of the Snow,"Drama, Adventure, Biography",,J. A. Bayona,9,87
6922,Wish,"Kids & family, Fantasy, Adventure, Comedy, Animation, Musical",$63.9M,Chris Buck,48,81
6923,Talk to Me,"Horror, Mystery & thriller",$47.6M,Danny Philippou,95,82
6924,Yesterday,"Romance, Comedy, Music",$73.2M,Danny Boyle,63,89
6925,Damsel,"Comedy, Western",$282.8K,David Zellner,68,53
6926,BlackBerry,"Comedy, Drama, History",$1.5M,Matt Johnson,98,94
6927,Dream Scenario,"Comedy, Drama, Mystery & thriller, Horror",$4.9M,Kristoffer Borgli,92,68
6928,Scrambled,Comedy,$422.5K,Leah McKendrick,94,91
6929,Puss in Boots: The Last Wish,"Kids & family, Comedy, Adventure, Animation",$185.5M,Joel Crawford,95,94
6930,Reptile,"Crime, Drama",,Grant Singer,45,7
6931,Orion and the Dark,"Kids & family, Comedy, Animation",,Sean Charmatz,91,6
6932,The Boys in the Boat,"History, Drama, Biography, Sports",$52.5M,George Clooney,58,97
6933,Blade Runner 2049,"Sci-fi, Mystery & thriller",$91.5M,Denis Villeneuve,88,88
6934,The Killer,"Mystery & thriller, Action, Adventure, Crime",,David Fincher,86,61
6935,"Lover, Stalker, Killer","Crime, Documentary",,Sam Hobkinson,1,83
6936,X,"Horror, Mystery & thriller",$11.6M,Ti West,94,75
6937,Nyad,"Biography, Drama",,Elizabeth Chai Vasarhelyi,85,88
6938,When Evil Lurks,Horror,$544.7K,Demián Rugna,97,8
6939,His House,"Horror, Mystery & thriller",,Remi Weekes,1,73
6940,Arrival,"Sci-fi, Mystery & thriller, Drama",$100.5M,Denis Villeneuve,94,82
6941,Don't Worry Darling,Mystery & thriller,$45.3M,Olivia Wilde,38,74
6942,The Wonderful Story of Henry Sugar,"Comedy, Adventure, Short",,Wes Anderson,96,81
6943,Interstellar,"Sci-fi, Adventure, Action",$188.0M,Christopher Nolan,73,86
6944,Avatar: The Way of Water,"Sci-fi, Adventure, Action, Fantasy",$684.1M,James Cameron,76,92
6945,Spider-Man: Across the Spider-Verse,"Kids & family, Action, Adventure, Comedy, Fantasy, Animation",$381.2M,Joaquim Dos Santos,95,94
6946,Voyagers,"Sci-fi, Mystery & thriller, Adventure",,Neil Burger,25,55
6947,Mission: Impossible - Dead Reckoning Part One,"Action, Adventure, Mystery & thriller",$172.0M,Christopher McQuarrie,96,94
6948,The Batman,"Action, Adventure, Crime, Drama",$369.3M,Matt Reeves,85,87
6949,The Super Mario Bros. Movie,"Kids & family, Comedy, Adventure, Animation",$574.9M,Aaron Horvath,59,95
6950,Red Right Hand,"Action, Mystery & thriller",$29.3K,Eshom Nelms,44,8
6951,The Marsh King's Daughter,"Mystery & thriller, Drama",$1.8M,Neil Burger,41,73
6952,No Hard Feelings,"Romance, Comedy",$50.2M,Gene Stupnitsky,7,87
6953,Night Swim,"Horror, Mystery & thriller",$32.3M,Bryce McGuire,22,43
6954,Sicario,"Mystery & thriller, Crime, Drama, Action",$46.9M,Denis Villeneuve,92,85
6955,The Favourite,"Comedy, Drama",$34.2M,Yorgos Lanthimos,93,7
6956,Marcel the Shell with Shoes On,"Kids & family, Comedy, Animation",$5.7M,Dean Fleischer-Camp,98,9
6957,No Way Up,"Action, Adventure, Mystery & thriller",$148.6K,Claudio Fäh,3,nan
6958,Monolith,"Sci-fi, Mystery & thriller",,Matt Vesely,88,6
6959,Noah,"History, Drama, Adventure, Fantasy",$101.2M,Darren Aronofsky,75,41
6960,Annihilation,"Sci-fi, Adventure, Mystery & thriller",$32.7M,Alex Garland,88,67
6961,Dumb Money,"Comedy, Drama",$13.8M,Craig Gillespie,84,85
6962,The Gift,Mystery & thriller,$43.8M,Joel Edgerton,91,75
6963,Memory,Drama,$378.7K,Michel Franco,84,73
6964,You Hurt My Feelings,"Comedy, Drama, Romance",$3.8M,Nicole Holofcener,94,64
6965,Indiana Jones and the Dial of Destiny,"Adventure, Action",$174.5M,James Mangold,7,88
6966,The Menu,"Horror, Mystery & thriller, Comedy",$38.5M,Mark Mylod,88,76
6967,Lady Bird,"Comedy, Drama",$48.9M,Greta Gerwig,99,79
6968,High Life,"Sci-fi, Mystery & thriller, Adventure",$1.2M,Claire Denis,82,42
6969,Freelance,"Action, Comedy",$5.3M,Pierre Morel,6,76
6970,Avengers: Endgame,"Action, Adventure, Fantasy, Sci-fi",$858.4M,Anthony Russo,94,9
6971,Strays,Comedy,$23.9M,Josh Greenbaum,53,69
6972,Next Goal Wins,"Comedy, Sports",$6.7M,Taika Waititi,45,84
6973,Lift,"Action, Comedy, Crime, Drama",,F. Gary Gray,29,32
6974,Turning Red,"Kids & family, Comedy, Fantasy, Animation",$1.3M,Domee Shi,95,68
6975,Argylle,"Action, Adventure, Comedy, Drama, Mystery & thriller",$44.0M,Matthew Vaughn,33,72
6976,Perfect Days,Drama,$2.1M,Wim Wenders,96,91
6977,Before I Change My Mind,"Drama, Comedy",,Trevor Anderson,1,38
6978,Hannah Gadsby's Gender Agenda,"Comedy, Stand-up",,Julian Smith,nan,29
6979,The Troubles: A Dublin Story,"Drama, Crime, Mystery & thriller",,Luke Hanlon,nan,nan
6980,Bella,"Documentary, Biography",,Bridget Murnane,nan,nan
6981,Ricky Stanicky,"Comedy, Fantasy",,Peter Farrelly,47,71
6982,Damsel,"Fantasy, Adventure, Action",,Juan Carlos Fresnadillo,59,73
6983,5lbs of Pressure,Mystery & thriller,,Phil Allocco,67,78
6984,Space: The Longest Goodbye,Documentary,,Ido Mizrahy,77,nan
6985,American Dreamer,"Comedy, Drama",,Paul Dektor,42,71
6986,Night Shift,"Horror, Mystery & thriller",,Benjamin China,2,91
6987,The Piper,Horror,,Erlingur Thoroddsen,nan,nan
6988,Spaceman,"Sci-fi, Adventure, Drama",,Johan Renck,53,65
6989,Poor Things,"Comedy, Drama, Romance, Sci-fi",$33.5M,Yorgos Lanthimos,92,79
6990,Megamind vs. the Doom Syndicate,"Kids & family, Comedy, Adventure, Animation",,Eric Fogel,,7
6991,Dune,"Sci-fi, Adventure, Action, Fantasy, Drama",$108.3M,Denis Villeneuve,83,9
6992,The Zone of Interest,"History, Drama, War",$7.7M,Jonathan Glazer,93,78
6993,Wonka,"Kids & family, Musical, Comedy, Fantasy",$82.5M,Paul King,82,91
6994,Anatomy of a Fall,"Mystery & thriller, Crime, Drama",$4.9M,Justine Triet,96,9
6995,American Fiction,"Comedy, Drama",$20.6M,Cord Jefferson,93,96
6996,All of Us Strangers,"Romance, Drama, Fantasy",$4.0M,Andrew Haigh,96,91
6997,The Gentlemen,"Crime, Drama, Comedy",$36.5M,Guy Ritchie,75,84
6998,Code 8,Sci-fi,,Jeff Chan,81,62
6999,Anyone But You,"Romance, Comedy",$87.8M,Will Gluck,54,87
7000,Monster,"Drama, Mystery & thriller",$434.6K,Hirokazu Koreeda,96,91
7001,Napoleon,"Biography, History, Drama, War, Action",$61.2M,Ridley Scott,58,59
7002,The Holdovers,"Holiday, Comedy, Drama",$20.2M,Alexander Payne,97,92
7003,Killers of the Flower Moon,"Crime, Drama",$67.9M,Martin Scorsese,93,84
7004,The Beekeeper,"Action, Mystery & thriller",$64.9M,David Ayer,71,92
7005,Kung Fu Panda 3,"Kids & family, Comedy, Adventure, Animation",$143.5M,Jennifer Yuh Nelson,87,79
7006,Past Lives,"Romance, Drama",$9.9M,Celine Song,95,84
7007,Oppenheimer,"Biography, History, Drama",$329.1M,Christopher Nolan,93,91
7008,Aquaman and the Lost Kingdom,"Action, Adventure, Fantasy",$124.4M,James Wan,34,81
7009,Mean Girls,"Musical, Comedy",$72.4M,Samantha Jayne,7,62
7010,Out of Darkness,"Horror, Mystery & thriller",$1.9M,Andrew Cumming,85,54
7011,Code 8: Part II,"Action, Sci-fi",,Jeff Chan,67,64
7012,Five Nights at Freddy's,"Horror, Mystery & thriller",$137.3M,Emma Tammi,32,87
7013,Kung Fu Panda,"Kids & family, Comedy, Adventure, Animation",$143.5M,John Stevenson,87,83
7014,Rebel Moon: Part One - A Child of Fire,"Sci-fi, Action, Adventure, Drama, Fantasy",,Zack Snyder,21,58
7015,Leave the World Behind,"Mystery & thriller, Drama",,Sam Esmail,75,35
7016,Labyrinth,Fantasy,$12.1M,Jim Henson,77,86
7017,Maestro,"Biography, Drama, Romance, Music, Lgbtq+",,Bradley Cooper,79,58
7018,The Iron Claw,"Drama, Action, Biography, Sports",$34.7M,Sean Durkin,89,94
7019,The Promised Land,"History, Drama",$256.3K,Nikolaj Arcel,96,94
7020,Lisa Frankenstein,"Horror, Romance, Comedy",$9.7M,Zelda Williams,51,82
7021,Kung Fu Panda 2,"Kids & family, Comedy, Adventure, Animation",,Jennifer Yuh Nelson,81,74
7022,Dune,"Sci-fi, Adventure",,David Lynch,37,65
7023,Migration,"Kids & family, Comedy, Adventure, Animation",$123.5M,Benjamin Renner,73,88
7024,Double Blind,"Horror, Mystery & thriller",,Ian Hunt-Duffy,1,77
7025,Megamind,"Kids & family, Comedy, Adventure, Animation",$148.3M,Tom McGrath,73,72
7026,Saltburn,"Comedy, Drama, Mystery & thriller",$11.4M,Emerald Fennell,71,79
7027,Priscilla,"Drama, Romance, Biography, Music",$20.2M,Sofia Coppola,84,63
7028,Mea Culpa,"Crime, Drama, Mystery & thriller",,Tyler Perry,26,37
7029,Barbie,Comedy,$636.2M,Greta Gerwig,88,83
7030,The Creator,"Sci-fi, Action, Adventure",$40.8M,Gareth Edwards,67,76
7031,The Marvels,"Action, Adventure, Fantasy",$84.5M,Nia DaCosta,62,82
7032,This Is Me... Now: A Love Story,Musical,,Dave Meyers,75,81
7033,The Last Airbender,"Fantasy, Adventure",$131.6M,M. Night Shyamalan,5,3
7034,Ferrari,Drama,$18.5M,Michael Mann,72,74
7035,May December,"Drama, Romance",,Todd Haynes,9,66
7036,The Hunger Games: The Ballad of Songbirds & Snakes,"Action, Adventure, Sci-fi",$166.3M,Francis Lawrence,64,89
7037,Everything Everywhere All at Once,"Comedy, Adventure, Sci-fi, Fantasy",$76.7M,Dan Kwan,94,86
7038,Marlowe,"Mystery & thriller, Crime",,Neil Jordan,26,37
7039,Thanksgiving,"Holiday, Horror, Mystery & thriller, Comedy",$31.9M,Eli Roth,84,8
7040,Upgraded,"Romance, Comedy",,Carlson Young,77,67
7041,Society of the Snow,"Drama, Adventure, Biography",,J. A. Bayona,9,87
7042,Wish,"Kids & family, Fantasy, Adventure, Comedy, Animation, Musical",$63.9M,Chris Buck,48,81
7043,Talk to Me,"Horror, Mystery & thriller",$47.6M,Danny Philippou,95,82
7044,Yesterday,"Romance, Comedy, Music",$73.2M,Danny Boyle,63,89
7045,Damsel,"Comedy, Western",$282.8K,David Zellner,68,53
7046,BlackBerry,"Comedy, Drama, History",$1.5M,Matt Johnson,98,94
7047,Dream Scenario,"Comedy, Drama, Mystery & thriller, Horror",$4.9M,Kristoffer Borgli,92,68
7048,Scrambled,Comedy,$422.5K,Leah McKendrick,94,91
7049,Puss in Boots: The Last Wish,"Kids & family, Comedy, Adventure, Animation",$185.5M,Joel Crawford,95,94
7050,Reptile,"Crime, Drama",,Grant Singer,45,7
7051,Orion and the Dark,"Kids & family, Comedy, Animation",,Sean Charmatz,91,6
7052,The Boys in the Boat,"History, Drama, Biography, Sports",$52.5M,George Clooney,58,97
7053,Blade Runner 2049,"Sci-fi, Mystery & thriller",$91.5M,Denis Villeneuve,88,88
7054,The Killer,"Mystery & thriller, Action, Adventure, Crime",,David Fincher,86,61
7055,"Lover, Stalker, Killer","Crime, Documentary",,Sam Hobkinson,1,83
7056,X,"Horror, Mystery & thriller",$11.6M,Ti West,94,75
7057,Nyad,"Biography, Drama",,Elizabeth Chai Vasarhelyi,85,88
7058,When Evil Lurks,Horror,$544.7K,Demián Rugna,97,8
7059,His House,"Horror, Mystery & thriller",,Remi Weekes,1,73
7060,Arrival,"Sci-fi, Mystery & thriller, Drama",$100.5M,Denis Villeneuve,94,82
7061,Don't Worry Darling,Mystery & thriller,$45.3M,Olivia Wilde,38,74
7062,The Wonderful Story of Henry Sugar,"Comedy, Adventure, Short",,Wes Anderson,96,81
7063,Interstellar,"Sci-fi, Adventure, Action",$188.0M,Christopher Nolan,73,86
7064,Avatar: The Way of Water,"Sci-fi, Adventure, Action, Fantasy",$684.1M,James Cameron,76,92
7065,Spider-Man: Across the Spider-Verse,"Kids & family, Action, Adventure, Comedy, Fantasy, Animation",$381.2M,Joaquim Dos Santos,95,94
7066,Voyagers,"Sci-fi, Mystery & thriller, Adventure",,Neil Burger,25,55
7067,Mission: Impossible - Dead Reckoning Part One,"Action, Adventure, Mystery & thriller",$172.0M,Christopher McQuarrie,96,94
7068,The Batman,"Action, Adventure, Crime, Drama",$369.3M,Matt Reeves,85,87
7069,The Super Mario Bros. Movie,"Kids & family, Comedy, Adventure, Animation",$574.9M,Aaron Horvath,59,95
7070,Red Right Hand,"Action, Mystery & thriller",$29.3K,Eshom Nelms,44,8
7071,The Marsh King's Daughter,"Mystery & thriller, Drama",$1.8M,Neil Burger,41,73
7072,No Hard Feelings,"Romance, Comedy",$50.2M,Gene Stupnitsky,7,87
7073,Night Swim,"Horror, Mystery & thriller",$32.3M,Bryce McGuire,22,43
7074,Sicario,"Mystery & thriller, Crime, Drama, Action",$46.9M,Denis Villeneuve,92,85
7075,The Favourite,"Comedy, Drama",$34.2M,Yorgos Lanthimos,93,7
7076,Marcel the Shell with Shoes On,"Kids & family, Comedy, Animation",$5.7M,Dean Fleischer-Camp,98,9
7077,No Way Up,"Action, Adventure, Mystery & thriller",$148.6K,Claudio Fäh,3,nan
7078,Monolith,"Sci-fi, Mystery & thriller",,Matt Vesely,88,6
7079,Noah,"History, Drama, Adventure, Fantasy",$101.2M,Darren Aronofsky,75,41
7080,Annihilation,"Sci-fi, Adventure, Mystery & thriller",$32.7M,Alex Garland,88,67
7081,Dumb Money,"Comedy, Drama",$13.8M,Craig Gillespie,84,85
7082,The Gift,Mystery & thriller,$43.8M,Joel Edgerton,91,75
7083,Memory,Drama,$378.7K,Michel Franco,84,73
7084,You Hurt My Feelings,"Comedy, Drama, Romance",$3.8M,Nicole Holofcener,94,64
7085,Indiana Jones and the Dial of Destiny,"Adventure, Action",$174.5M,James Mangold,7,88
7086,The Menu,"Horror, Mystery & thriller, Comedy",$38.5M,Mark Mylod,88,76
7087,Lady Bird,"Comedy, Drama",$48.9M,Greta Gerwig,99,79
7088,High Life,"Sci-fi, Mystery & thriller, Adventure",$1.2M,Claire Denis,82,42
7089,Freelance,"Action, Comedy",$5.3M,Pierre Morel,6,76
7090,Avengers: Endgame,"Action, Adventure, Fantasy, Sci-fi",$858.4M,Anthony Russo,94,9
7091,Strays,Comedy,$23.9M,Josh Greenbaum,53,69
7092,Next Goal Wins,"Comedy, Sports",$6.7M,Taika Waititi,45,84
7093,Lift,"Action, Comedy, Crime, Drama",,F. Gary Gray,29,32
7094,Turning Red,"Kids & family, Comedy, Fantasy, Animation",$1.3M,Domee Shi,95,68
7095,Argylle,"Action, Adventure, Comedy, Drama, Mystery & thriller",$44.0M,Matthew Vaughn,33,72
7096,Perfect Days,Drama,$2.1M,Wim Wenders,96,91
7097,Before I Change My Mind,"Drama, Comedy",,Trevor Anderson,1,38
7098,Hannah Gadsby's Gender Agenda,"Comedy, Stand-up",,Julian Smith,nan,29
7099,The Troubles: A Dublin Story,"Drama, Crime, Mystery & thriller",,Luke Hanlon,nan,nan
7100,Bella,"Documentary, Biography",,Bridget Murnane,nan,nan
7101,Ricky Stanicky,"Comedy, Fantasy",,Peter Farrelly,47,71
7102,Damsel,"Fantasy, Adventure, Action",,Juan Carlos Fresnadillo,59,73
7103,5lbs of Pressure,Mystery & thriller,,Phil Allocco,67,78
7104,Space: The Longest Goodbye,Documentary,,Ido Mizrahy,77,nan
7105,American Dreamer,"Comedy, Drama",,Paul Dektor,42,71
7106,Night Shift,"Horror, Mystery & thriller",,Benjamin China,2,91
7107,The Piper,Horror,,Erlingur Thoroddsen,nan,nan
7108,Spaceman,"Sci-fi, Adventure, Drama",,Johan Renck,53,65
7109,Poor Things,"Comedy, Drama, Romance, Sci-fi",$33.5M,Yorgos Lanthimos,92,79
7110,Megamind vs. the Doom Syndicate,"Kids & family, Comedy, Adventure, Animation",,Eric Fogel,,7
7111,Dune,"Sci-fi, Adventure, Action, Fantasy, Drama",$108.3M,Denis Villeneuve,83,9
7112,The Zone of Interest,"History, Drama, War",$7.7M,Jonathan Glazer,93,78
7113,Wonka,"Kids & family, Musical, Comedy, Fantasy",$82.5M,Paul King,82,91
7114,Anatomy of a Fall,"Mystery & thriller, Crime, Drama",$4.9M,Justine Triet,96,9
7115,American Fiction,"Comedy, Drama",$20.6M,Cord Jefferson,93,96
7116,All of Us Strangers,"Romance, Drama, Fantasy",$4.0M,Andrew Haigh,96,91
7117,The Gentlemen,"Crime, Drama, Comedy",$36.5M,Guy Ritchie,75,84
7118,Code 8,Sci-fi,,Jeff Chan,81,62
7119,Anyone But You,"Romance, Comedy",$87.8M,Will Gluck,54,87
7120,Monster,"Drama, Mystery & thriller",$434.6K,Hirokazu Koreeda,96,91
7121,Napoleon,"Biography, History, Drama, War, Action",$61.2M,Ridley Scott,58,59
7122,The Holdovers,"Holiday, Comedy, Drama",$20.2M,Alexander Payne,97,92
7123,Killers of the Flower Moon,"Crime, Drama",$67.9M,Martin Scorsese,93,84
7124,The Beekeeper,"Action, Mystery & thriller",$64.9M,David Ayer,71,92
7125,Kung Fu Panda 3,"Kids & family, Comedy, Adventure, Animation",$143.5M,Jennifer Yuh Nelson,87,79
7126,Past Lives,"Romance, Drama",$9.9M,Celine Song,95,84
7127,Oppenheimer,"Biography, History, Drama",$329.1M,Christopher Nolan,93,91
7128,Aquaman and the Lost Kingdom,"Action, Adventure, Fantasy",$124.4M,James Wan,34,81
7129,Mean Girls,"Musical, Comedy",$72.4M,Samantha Jayne,7,62
7130,Out of Darkness,"Horror, Mystery & thriller",$1.9M,Andrew Cumming,85,54
7131,Code 8: Part II,"Action, Sci-fi",,Jeff Chan,67,64
7132,Five Nights at Freddy's,"Horror, Mystery & thriller",$137.3M,Emma Tammi,32,87
7133,Kung Fu Panda,"Kids & family, Comedy, Adventure, Animation",$143.5M,John Stevenson,87,83
7134,Rebel Moon: Part One - A Child of Fire,"Sci-fi, Action, Adventure, Drama, Fantasy",,Zack Snyder,21,58
7135,Leave the World Behind,"Mystery & thriller, Drama",,Sam Esmail,75,35
7136,Labyrinth,Fantasy,$12.1M,Jim Henson,77,86
7137,Maestro,"Biography, Drama, Romance, Music, Lgbtq+",,Bradley Cooper,79,58
7138,The Iron Claw,"Drama, Action, Biography, Sports",$34.7M,Sean Durkin,89,94
7139,The Promised Land,"History, Drama",$256.3K,Nikolaj Arcel,96,94
7140,Lisa Frankenstein,"Horror, Romance, Comedy",$9.7M,Zelda Williams,51,82
7141,Kung Fu Panda 2,"Kids & family, Comedy, Adventure, Animation",,Jennifer Yuh Nelson,81,74
7142,Dune,"Sci-fi, Adventure",,David Lynch,37,65
